,title,image,link
0,The Homestead Strike,null,https://lawyersgunsmon.wpengine.com/2011/07/this-date-in-american-labor-history-july-6-1892
1,The Bisbee Deportation,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/07/Bisbee_deportation_guns.jpg,https://lawyersgunsmon.wpengine.com/2011/07/this-date-in-labor-history-july-12-1917
2,The Great Railroad Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/07/uen_fea_grstrike_hrpr.jpg,https://lawyersgunsmon.wpengine.com/2011/07/this-day-in-labor-history-july-14-1877
3,The Stono Rebellion,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/09/41647436_fffad5f448.jpg,https://lawyersgunsmon.wpengine.com/2011/09/this-day-in-labor-history-september-9-1739
4,The Pittston Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/09/1989_pittston_coal_strike_a_battle_for_workers_rig.jpg,https://lawyersgunsmon.wpengine.com/2011/09/this-day-in-labor-history-september-17-1989
5,Bacon’s Rebellion,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/10/Jamestown_Burning_BAH.jpg,https://lawyersgunsmon.wpengine.com/2011/10/this-date-in-labor-history-october-26-1676
6,The Everett Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/11/shingleweaver.jpg,https://lawyersgunsmon.wpengine.com/2011/11/this-day-in-labor-history-november-5-1916
7,Creation of the CIO,null,https://lawyersgunsmon.wpengine.com/2011/11/this-day-in-labor-history-november-9-1935
8,The Centralia Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/11/goryhistory.jpg,https://lawyersgunsmon.wpengine.com/2011/11/this-day-in-labor-history-november-11-1919
9,"Uprising of the 20,000",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/11/1122.1909_Triangle-Strikers.jpg,https://lawyersgunsmon.wpengine.com/2011/11/this-day-in-labor-history-november-22-1909
10,The Oakland General Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/11/page14_oakland_strike.jpg,https://lawyersgunsmon.wpengine.com/2011/12/this-day-in-labor-history-december-2-1946
11,Merger of the AFL and CIO,null,https://lawyersgunsmon.wpengine.com/2011/12/this-day-in-labor-history-december-5-1955
12,Founding of the Knights of Labor,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/12/250px-Knights_of_labor_seal.gif,https://lawyersgunsmon.wpengine.com/2011/12/this-day-in-labor-history-december-28-1869
13,Murder of former Idaho Governor Frank Steunenberg,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2011/12/Steunenberglg.jpg,https://lawyersgunsmon.wpengine.com/2011/12/this-day-in-labor-history-december-30-1905
14,NAFTA,null,https://lawyersgunsmon.wpengine.com/2012/01/this-day-in-labor-history-january-1-1994
15,Murder of UMWA reformer Jock Yablonski,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/01/John-L.-Lewis.jpg,https://lawyersgunsmon.wpengine.com/2012/01/this-day-in-labor-history-january-5-1970
16,The Seattle General Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/02/Skinner_and_Eddy_shipyard_workers_1919_UWDigital.thumb_.jpg,https://lawyersgunsmon.wpengine.com/2012/02/this-day-in-labor-history-february-6-1919
17,The Flint Sit-Down Strike ends.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/02/Flint_Sit-Down_Strike_window.jpg,https://lawyersgunsmon.wpengine.com/2012/02/this-day-in-labor-history-february-11-1937
18,Beating of the women and children at Lawrence ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/02/300px-1912_Lawrence_Textile_Strike_1.jpg,https://lawyersgunsmon.wpengine.com/2012/02/this-day-in-labor-history-february-24-1912
19,Triangle Shirtwaist Fire,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/03/max-blanck-and-thomas-harris-of-triangle-shirtwaist-company-a-closed-door-policy-killed-146-employees.jpg,https://lawyersgunsmon.wpengine.com/2012/03/this-day-in-labor-history-march-25-1911
20,Assassination of Martin Luther King during sanitation strike in Memphis,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/04/i-am.jpg,https://lawyersgunsmon.wpengine.com/2012/04/this-day-in-labor-history-april-4-1968
21,Ludlow Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/04/Ludlow-Family.jpg,https://lawyersgunsmon.wpengine.com/2012/04/this-day-in-labor-history-april-20-1914
22,Coxey’s Army,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/04/300px-Coxey_commonweal_army_brightwood_leaving.jpg,https://lawyersgunsmon.wpengine.com/2012/04/this-day-in-labor-history-april-30-1894
23,Haymarket Riot,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/05/Haymarket-Meeting-Poster.jpg,https://lawyersgunsmon.wpengine.com/2012/05/this-day-in-labor-history-may-4-1886
24,Longshoremen strike begins in San Francisco,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/05/164.jpg,https://lawyersgunsmon.wpengine.com/2012/05/this-day-in-labor-history-may-9-1934
25,Minneapolis Teamsters Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/05/ibt.jpg,https://lawyersgunsmon.wpengine.com/2012/05/this-day-in-labor-history-may-16-1934
26,Matewan Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/05/knowlandl3.jpg,https://lawyersgunsmon.wpengine.com/2012/05/this-day-in-labor-history-may-19-1920
27,Memorial Day Massacre in Chicago,null,https://lawyersgunsmon.wpengine.com/2012/05/this-day-in-labor-history-may-30-1937
28,Detroit Hate Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/06/Packard_Strike-1024x723.jpg,https://lawyersgunsmon.wpengine.com/2012/06/this-day-in-labor-history-june-6-1943
29,President Truman vetoes Taft-Hartley Act,null,https://lawyersgunsmon.wpengine.com/2012/06/this-day-in-labor-history-june-20-1947
30,Pullman Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/06/ihy9412081.jpg,https://lawyersgunsmon.wpengine.com/2012/06/this-day-in-labor-history-june-26-1894
31,Paterson Textile Strike of 1835,null,https://lawyersgunsmon.wpengine.com/2012/07/this-day-in-labor-history-july-3-1835
32,People’s Party Convention,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/06/p02.jpg,https://lawyersgunsmon.wpengine.com/2012/07/this-day-in-labor-history-july-4-1892
33,"Miners outside of Coeur d’Alene, Idaho blow up the Frisco Mill",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/07/Hydraulic_Mining_in_Idaho.jpg,https://lawyersgunsmon.wpengine.com/2012/07/this-day-in-labor-history-july-11-1892
34,United Farm Workers force growers into the first union contract in the history of California agricultural labor,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/07/h97.1.910_edit.jpg,https://lawyersgunsmon.wpengine.com/2012/07/this-day-in-labor-history-july-29-1970
35,Air Traffic Controllers go on strike in biggest disaster in organized labor’s history.,null,https://lawyersgunsmon.wpengine.com/2012/08/this-day-in-labor-history-august-3-1981
36,Creation of the Bracero Program.,null,https://lawyersgunsmon.wpengine.com/2012/08/this-day-in-labor-history-august-4-1942
37,Nat Turner’s Rebellion.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/08/nat-t1.gif,https://lawyersgunsmon.wpengine.com/2012/08/this-day-in-labor-history-august-21-1831
38,Execution of Sacco and Vanzetti,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/08/USAsacco2.jpg,https://lawyersgunsmon.wpengine.com/2012/08/this-day-in-labor-history-august-23-1927
39,Founding of the Brotherhood of Sleeping Car Porters,null,https://lawyersgunsmon.wpengine.com/2012/08/this-day-in-labor-history-august-25-1925
40,Rock Springs Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/09/Rock-Springs.jpg,https://lawyersgunsmon.wpengine.com/2012/09/this-day-in-labor-history-september-2-1885
41,"Tobacco workers win contract in North Carolina, starting CIO’s Operation Dixie campaign. ",null,https://lawyersgunsmon.wpengine.com/2012/09/this-day-in-labor-history-september-22-1946
42,International Woodworkers of America Local 3-101 holds a monthly union meeting,null,https://lawyersgunsmon.wpengine.com/2012/10/this-day-in-labor-history-october-23-1976
43,Joe Hill executed in Utah,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/11/joe-hill.jpg,https://lawyersgunsmon.wpengine.com/2012/11/this-day-in-labor-history-november-19-1915
44,Thibodaux Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/11/7c7b506daa8ffed8efe7cabeaca86c43_1M.jpg,https://lawyersgunsmon.wpengine.com/2012/11/this-day-in-labor-history-november-22-1887
45,Ratification of the 13th Amendment. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/12/freed_slaves.jpg,https://lawyersgunsmon.wpengine.com/2012/12/this-day-in-labor-history-december-6-1865
46,Creation of the Colored Farmers Alliance,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2012/12/Cotton.jpg,https://lawyersgunsmon.wpengine.com/2012/12/this-day-in-labor-history-december-11-1886
47,"President Kennedy issues Executive Order 10988, authorizing collective bargaining for public workers",null,https://lawyersgunsmon.wpengine.com/2013/01/this-day-in-labor-history-january-17-1962
48,March on Washington Movement leads to end of official segregation in defense industry. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/01/220px-A.-Phillip-Randolph.png,https://lawyersgunsmon.wpengine.com/2013/01/this-day-in-labor-history-january-25-1941
49,Cripple Creek gold miners strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/02/20120207_cripplecreek2.jpg,https://lawyersgunsmon.wpengine.com/2013/02/this-day-in-labor-history-february-7-1894
50,Grover Cleveland signs the Dawes Act.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/02/019.jpg,https://lawyersgunsmon.wpengine.com/2013/02/this-day-in-labor-history-february-8-1887-2
51,Sons of Vulcan win nation’s first union contract,null,https://lawyersgunsmon.wpengine.com/2013/02/this-day-in-labor-history-february-13-1865
52,Supreme Court rules in Oncale v. Sundonwer Offshore Services. Same-sex sexual harassment. ,null,https://lawyersgunsmon.wpengine.com/2013/03/this-day-in-labor-history-march-4-1998
53,River Rouge march and repression. ,null,https://lawyersgunsmon.wpengine.com/2013/03/this-day-in-labor-history-march-7-1932
54,Coalition of Labor Union Women holds first meeting.,null,https://lawyersgunsmon.wpengine.com/2013/03/this-day-in-labor-history-march-23-1974
55,Truman nationalizes steel industry.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/04/truman_steel.jpg,https://lawyersgunsmon.wpengine.com/2013/04/this-day-in-labor-history-april-8-1952
56,OSHA begins,null,https://lawyersgunsmon.wpengine.com/2013/04/this-day-in-labor-history-april-28-1971
57,Wisconsin passes first workers compensation law,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/05/i003.jpg,https://lawyersgunsmon.wpengine.com/2013/05/this-day-in-labor-history-may-3-1911
58,Chinese Exclusion Act,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/05/exclusion.jpg,https://lawyersgunsmon.wpengine.com/2013/05/this-day-in-labor-history-may-6-1882
59,Kader Toy Fire. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/05/Kader-Toy-Fire-bodies.jpg,https://lawyersgunsmon.wpengine.com/2013/05/this-day-in-labor-history-may-10-1993
60,"Anthracite coal miners strike in Pennsylvania begins, TR mediates",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/05/300px-Coal_miners_in_Hazleton_PA_1900.jpg,https://lawyersgunsmon.wpengine.com/2013/05/this-day-in-labor-history-may-12-1902
61,Battle of the Overpass.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/05/henryford.png,https://lawyersgunsmon.wpengine.com/2013/05/this-day-in-labor-history-may-26-1937
62,Paterson Silk Pageant,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/06/flynn-speaking-in-paterson-1913.jpg,https://lawyersgunsmon.wpengine.com/2013/06/this-day-in-labor-history-june-7-1913
63,here,null,https://lawyersgunsmon.wpengine.com/2013/06/paterson-strike-addendum
64,Davis Day,null,https://lawyersgunsmon.wpengine.com/2013/06/this-day-in-labor-history-june-11-1925
65,Eugene Debs arrested for violating Espionage Act. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/06/F15.gif,https://lawyersgunsmon.wpengine.com/2013/06/this-day-in-labor-history-june-16-1918
66,Molly Maguires executed in Pennsylvania,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/06/photo6-e1371745804503.jpg,https://lawyersgunsmon.wpengine.com/2013/06/this-day-in-labor-history-june-21-1877
67,Denmark Vesey executed for planning slave revolt in South Carolina.,null,https://lawyersgunsmon.wpengine.com/2013/07/this-day-in-labor-history-july-2-1822
68,Port Chicago explosion,null,https://lawyersgunsmon.wpengine.com/2013/07/this-day-in-labor-history-july-17-1944
69,Frank Little lynched in Butte. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/07/Frank-little-d-1917.jpg,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-1-1917
70,Wheatland Riot,null,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-3-1913
71,invention of electric washing machine transforms women’s unpaid domestic labor. ,null,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-9-1910
72,FDR signs Social Security Act. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/08/image.jpg,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-14-1935
73,"Air Line Stewardesses Association, first flight attendant union, forms. ",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/08/index.jpg,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-22-1945
74,Battle of Blair Mountain,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/08/bunker.jpg,https://lawyersgunsmon.wpengine.com/2013/08/this-day-in-labor-history-august-25-1921
75,"Boston police go on strike, crushed by Massachusetts governor Calvin Coolidge.",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/09/7498.preview.jpg,https://lawyersgunsmon.wpengine.com/2013/09/this-day-in-labor-history-september-9-1919
76,Lattimer Massacre,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/09/lattimer.jpg,https://lawyersgunsmon.wpengine.com/2013/09/this-day-in-labor-history-september-10-1897
77,Iron Workers bomb Los Angeles Times building. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/10/photo4.jpeg,https://lawyersgunsmon.wpengine.com/2013/10/this-day-in-labor-history-october-1-1910
78,"Closing of Storyville, New Orleans’ red light district. ",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/10/451px-1787-prostitutes-caricature.jpg,https://lawyersgunsmon.wpengine.com/2013/10/this-day-in-labor-history-october-10-1917
79,"John Brown launches attack on federal arsenal at Harpers Ferry, Virginia in order to gather guns to free slave labor.",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/10/index-php.jpeg,https://lawyersgunsmon.wpengine.com/2013/10/this-day-in-labor-history-october-16-1859
80,Erie Canal opens after over 1000 workers die building it. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/10/Excavation-Lockport.jpg,https://lawyersgunsmon.wpengine.com/2013/10/this-day-in-labor-history-october-26-1825
81,"Nicholas Farwell’s hand is crushed working on railroad, courts decide in Farwell v. Boston and Worcester Rail Road Corporation that companies have no responsibility for working conditions.",null,https://lawyersgunsmon.wpengine.com/2013/10/this-day-in-labor-history-october-30-1837
82,Cherry Mine Fire in Illinois kills 259 workers. ,null,https://lawyersgunsmon.wpengine.com/2013/11/this-day-in-labor-history-november-13-1909
83,WTO protests begin in Seattle.,null,https://lawyersgunsmon.wpengine.com/2013/11/this-day-in-labor-history-november-30-1999
84,American Federation of Labor founded in Columbus,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/12/220px-Samuel_Gompers_cph.3a02952.jpg,https://lawyersgunsmon.wpengine.com/2013/12/this-day-in-labor-history-december-8-1886
85,Curt Flood sends letter to Major League Baseball demanding free agency.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/12/barra_flood.jpg,https://lawyersgunsmon.wpengine.com/2013/12/this-day-in-labor-history-december-24-1969
86,Federal Coal Mine Health and Safety Act signed.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2013/12/Farmington-Mine-Disaster-smoke.jpg,https://lawyersgunsmon.wpengine.com/2013/12/this-day-in-labor-history-december-30-1969
87,Ellis Island opens. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/01/583px-Ellis_Island_arrivals.jpg,https://lawyersgunsmon.wpengine.com/2014/01/this-day-in-labor-history-january-1-1892
88,German Coast slave rebellion begins in Louisiana. ,null,https://lawyersgunsmon.wpengine.com/2014/01/this-day-in-labor-history-january-8-1811
89,Tompkins Square Riot.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/01/mp105.jpg,https://lawyersgunsmon.wpengine.com/2014/01/this-day-in-labor-history-january-13-1874
90,Publication of Looking Backward.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/01/LookingBackward.jpg,https://lawyersgunsmon.wpengine.com/2014/01/this-day-in-labor-history-january-14-1888
91,Ralph Chaplin writes “Solidarity Forever.”,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/01/Chaplin-ralph.jpg,https://lawyersgunsmon.wpengine.com/2014/01/this-day-in-labor-history-january-15-1915
92,Lowell Female Labor Reform Association organizes and forces Massachusetts to investigate conditions in the Lowell textile mills.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/02/9843500.jpg,https://lawyersgunsmon.wpengine.com/2014/02/this-day-in-labor-history-february-13-1845
93,"Theodore Roosevelt and Japanese government agree to Gentlemen’s Agreement, ends most Japanese immigration to the U.S. after west coast labor protests",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/02/Wintersburg-Nikkei-farmers-CSU-Fullerton.jpg,https://lawyersgunsmon.wpengine.com/2014/02/this-day-in-labor-history-february-15-1907
94,"Pittston Coal Company slurry dam collapses in Logan County, West Virginia, 125 dead.",null,https://lawyersgunsmon.wpengine.com/2014/02/this-day-in-labor-history-february-26-1972
95,Davis-Bacon Act signed. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/02/800px-Bacon_Davis.jpg,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-3-1931
96,LaFollette Seamen’s Act signed,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/03/Furuseth-La_Follette-Steffens-1915.jpeg,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-4-1915
97,Lordstown Strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/03/30606.preview.jpg,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-5-1972
98,Salt of the Earth premiers,null,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-14-1954
99,Postal Workers go on strike,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/03/US_Postal_Strike_1970.jpg,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-18-1970
100,"Founding of Republican Party, free labor ideology",null,https://lawyersgunsmon.wpengine.com/2014/03/this-day-in-labor-history-march-20-1854
101,"Police tear gas strikers at Hormel plant in Austin, Minnesota",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/04/20100803_s10_33.jpg,https://lawyersgunsmon.wpengine.com/2014/04/this-day-in-labor-history-april-11-1986
102,Toledo Auto-Lite strike begins.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/04/530f63db937fd.jpg,https://lawyersgunsmon.wpengine.com/2014/04/day-labor-history-april-12-1934
103,Bunker Hill Mining Company in Idaho announces policy of sterilization for women working in its lead smelter,null,https://lawyersgunsmon.wpengine.com/2014/04/day-labor-history-april-14-1975
104,Works Progress Administration created.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/05/WPA_Main_Image1.jpg,https://lawyersgunsmon.wpengine.com/2014/05/day-labor-history-may-6-1935
105,Hard Hat Riot,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/05/hardhat.jpg,https://lawyersgunsmon.wpengine.com/2014/05/day-labor-history-may-8-1970
106,"Completion of Transcontinental Railroad, treatment of Chinese workers",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/05/railroad_laborers_news.jpg,https://lawyersgunsmon.wpengine.com/2014/05/day-labor-history-may-10-1869
107,Coolidge signs Immigration Act of 1924,null,https://lawyersgunsmon.wpengine.com/2014/05/day-labor-history-may-26-1924
108,Normal Rockwell publishes Rosie the Riveter cover in Saturday Evening Post,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/05/RosieTheRiveter.jpg,https://lawyersgunsmon.wpengine.com/2014/05/day-labor-history-may-29-1943
109,"Celia, a slave, kills her master when he attempts to rape her",null,https://lawyersgunsmon.wpengine.com/2014/06/day-labor-history-june-23-1855
110,FDR signs Fair Labor Standards Act,null,https://lawyersgunsmon.wpengine.com/2014/06/day-labor-history-june-25-1938
111,IWW founded ,null,https://lawyersgunsmon.wpengine.com/2014/06/day-labor-history-june-27-1905
112,"Phelps-Dodge strike starts in Clifton-Morenci, Arizona, massive union-busting by copper company",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/06/copper_strike_morenci_clifford_arizona_2_-596x361.jpg,https://lawyersgunsmon.wpengine.com/2014/06/day-labor-history-june-30-1983
113,FDR signs National Labor Relations Act,null,https://lawyersgunsmon.wpengine.com/2014/07/day-labor-history-july-5-1935
114,"Southern Tenant Farmers Union forms in Tyronza, Arkansas",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/07/tenant_farmers2_f.jpg,https://lawyersgunsmon.wpengine.com/2014/07/day-labor-history-july-11-1934
115,Watertown Arsenal workers strike over Taylorism,null,https://lawyersgunsmon.wpengine.com/2014/08/day-labor-history-august-11-1911
116,United States Commission on Industrial Relations formed,null,https://lawyersgunsmon.wpengine.com/2014/08/day-labor-history-august-23-1912
117,Eisenhower signs Landrum-Griffin Act,null,https://lawyersgunsmon.wpengine.com/2014/09/day-labor-history-september-14-1959
118,Lincoln issues Emancipation Proclamation,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/09/14disunion-img-blog427.jpg,https://lawyersgunsmon.wpengine.com/2014/09/day-labor-history-september-22-1862
119,Richard Nixon announces Philadelphia Plan to desegregate construction industry,null,https://lawyersgunsmon.wpengine.com/2014/09/day-labor-history-september-23-1969
120,Henry George accepts United Labor Party nomination for mayor of New York,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/10/cartoon_george-henry_fighting-corruption-1886.jpg,https://lawyersgunsmon.wpengine.com/2014/10/day-labor-history-october-5-1886
121,John L. Lewis punches Carpenters president Big Bill Hutcheson on the floor of the AFL Convention.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/10/90578069_134663906656.jpg,https://lawyersgunsmon.wpengine.com/2014/10/day-labor-history-october-19-1935
122,Donora Fog,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/10/DonoraSmokeStacks.jpg,https://lawyersgunsmon.wpengine.com/2014/10/day-labor-history-october-27-1948
123,Invention of cotton gin. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/10/49824_cotton_gin_lg.gif,https://lawyersgunsmon.wpengine.com/2014/10/day-labor-history-october-28-1793
124,Spokane free speech fight begins.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/11/anit-IWW-cartoon-from-Spokane-Spokesman-Review-1909.jpg,https://lawyersgunsmon.wpengine.com/2014/11/day-labor-history
125,Mississippi institutes its Black Code,null,https://lawyersgunsmon.wpengine.com/2014/11/day-labor-history-november-25-1865
126,"Union Carbide plant leak at Bhopal, India",null,https://lawyersgunsmon.wpengine.com/2014/12/64606
127,Alabama repeals child labor law to attract New England textile factories.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/12/030-ss-11-mfrede_lg.jpg,https://lawyersgunsmon.wpengine.com/2014/12/day-labor-history-december-5-1894
128,"Italian Hall disaster in Calumet, Michigan",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2014/12/copper_strike_picketline.jpg,https://lawyersgunsmon.wpengine.com/2014/12/day-labor-history-december-24-1913
129,Henry Ford announces $5 day for workers who lived a lifestyle of which he personally approved,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/01/image-20090518141200.bmp,https://lawyersgunsmon.wpengine.com/2015/01/day-labor-history-january-5-1914
130,End of the International Nestle Boycott,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/01/Untitled.png,https://lawyersgunsmon.wpengine.com/2015/01/day-labor-history-january-25-1984
131,"Treaty of Guadalupe Hidalgo signed, fate of New Mexican land grant labor",null,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-2-1848
132,"Kate Mullaney and Collar Laundry Union go on strike in Troy, New York",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/02/Kate-Mullany-House-dedication.gif,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-23-1864
133,Muller v. Oregon decided,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/02/Muller-v.-Oregon.jpg,https://lawyersgunsmon.wpengine.com/2015/02/day-labor-history-february-24-1908
134,Hoover Dam turned over to government. Labor history of its construction. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/Wash-No-2244.jpg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-1-1936
135,Knights of Labor begin Great Southwestern Strike against Jay Gould’s railroads,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/3c04428v-820x1024.jpg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-6-1886
136,New York Times first reports Radium Girls story. ,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/watch.jpeg,https://lawyersgunsmon.wpengine.com/2015/03/day-labor-history-march-10-1925
137,Paris Commune begins,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/guerin4.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-18-1871
138,Mother Jones arrested supporting Colorado coal strike.,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/mother-jones-3.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-23-1914
139,"Mine explosion in Centralia, IL kills 111 workers.",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/4f6ca89c7776f.preview-620.jpg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-25-1947
140,"AFSCME goes on strike in Atlanta, crushed by mayor Maynard Jackson",http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/03/get_item_viewer_image.php_.jpeg,https://lawyersgunsmon.wpengine.com/2015/03/this-day-in-labor-history-march-28-1977
141,Workers Rights Consortium founded in New York,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/04/sweatshop.jpg,https://lawyersgunsmon.wpengine.com/2015/04/this-day-in-labor-history-april-7-2000
142,Supreme Court decided Lochner v. New York,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/04/lochner.jpg,https://lawyersgunsmon.wpengine.com/2015/04/this-day-in-labor-history-april-17-1905
143,Franklin Delano Roosevelt creates Tennessee Valley Authority,http://lawyersgunsmon.wpengine.com/wp-content/uploads/2015/05/A_group_of_several_hundred_workers_at_Norris_Dam_construction_camp_site_during_noon_hour._-_NARA_-_532734.jpg,https://lawyersgunsmon.wpengine.com/2015/05/this-day-in-labor-history-may-18-1933
